Thu, 21 Aug 2014 15:35:11 -0500;9fgj2c8b10ugvcubd8t063f4k0;fisica;fisica;0302150
Fri, 13 Feb 2015 17:34:30 +0000;ef02mnmre41d6ke46cuefian36;fisica;Jorge Zuluaga;0302150;Guardar
Fri, 13 Feb 2015 17:35:27 +0000;ef02mnmre41d6ke46cuefian36;fisica;Jorge Zuluaga;0302150;Edita
Fri, 13 Feb 2015 17:35:35 +0000;ef02mnmre41d6ke46cuefian36;fisica;Jorge Zuluaga;0302150;Guardar
Fri, 10 Jul 2015 17:48:55 -0500;c10e4a7nl7rff5mg7epk2p3l46;admin;Jorge Zuluaga;0302150;Edita
Fri, 10 Jul 2015 18:08:37 -0500;c10e4a7nl7rff5mg7epk2p3l46;admin;Jorge Zuluaga;0302150;Guardar
Fri, 17 Jul 2015 11:57:12 -0500;bqgqdevd9cmmp2p4hbk49e7k42;profesor;Jorge Zuluaga;0302150;Edita
Fri, 17 Jul 2015 11:59:32 -0500;bqgqdevd9cmmp2p4hbk49e7k42;profesor;Jorge Zuluaga;0302150;Edita
Fri, 17 Jul 2015 12:04:36 -0500;bqgqdevd9cmmp2p4hbk49e7k42;profesor;Jorge Zuluaga;0302150;Guardar
Fri, 17 Jul 2015 12:05:18 -0500;bqgqdevd9cmmp2p4hbk49e7k42;profesor;Jorge Zuluaga;0302150;Edita
Fri, 17 Jul 2015 12:05:37 -0500;bqgqdevd9cmmp2p4hbk49e7k42;profesor;Jorge Zuluaga;0302150;Edita
Mon, 27 Jul 2015 15:28:28 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Edita
Mon, 27 Jul 2015 15:29:59 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Guardar
Mon, 27 Jul 2015 15:32:18 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Guardar
Mon, 27 Jul 2015 15:32:27 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Guardar
Mon, 27 Jul 2015 15:32:35 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Publicar
Mon, 27 Jul 2015 15:32:37 -0500;133db38lhop4u32069a4r3cj34;admin;Jorge Zuluaga;0302150;Guardar
Tue, 08 Sep 2015 09:25:40 -0500;br58f59b4fi940g62pvls03th6;profesor;Esteban Silva Villa;0302150;Edita
Tue, 15 Sep 2015 06:52:29 -0500;cmuolj73mhhb3l8jgb5ecur314;admin;Jorge Zuluaga;0302150;Edita
Mon, 28 Sep 2015 05:29:49 -0500;rf72ib4hf8n30riufjs128kal4;admin;Jorge Zuluaga;0302150;Edita
Mon, 28 Sep 2015 05:34:40 -0500;rf72ib4hf8n30riufjs128kal4;admin;Jorge Zuluaga;0302150;Guardar
Thu, 01 Oct 2015 04:55:19 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Edita
Thu, 01 Oct 2015 04:55:38 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Guardar
Thu, 01 Oct 2015 04:56:46 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Guardar
Thu, 01 Oct 2015 04:57:49 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Guardar
Thu, 01 Oct 2015 04:58:46 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Publicar
Thu, 01 Oct 2015 04:59:12 -0500;j2gpbrvlgn9lmp9rthp9svlhl5;admin;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 09:33:42 -0500;9u2vprsklmiq9m0atee77fa842;profesor;Jorge Zuluaga;0302150;Edita
Tue, 06 Oct 2015 09:36:28 -0500;9u2vprsklmiq9m0atee77fa842;profesor;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 09:39:07 -0500;c6k6mkp72thbigpc1hboug8205;admin;Jorge Zuluaga;0302150;Edita
Tue, 06 Oct 2015 09:40:37 -0500;c6k6mkp72thbigpc1hboug8205;admin;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 09:41:53 -0500;c6k6mkp72thbigpc1hboug8205;admin;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 09:42:02 -0500;c6k6mkp72thbigpc1hboug8205;admin;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 09:43:58 -0500;c6k6mkp72thbigpc1hboug8205;admin;Jorge Zuluaga;0302150;Guardar
Tue, 06 Oct 2015 10:10:22 -0500;9u2vprsklmiq9m0atee77fa842;profesor;Jorge Zuluaga;0302150;Edita
Thu, 12 Nov 2015 08:21:59 -0500;gdkqc62rnk8arfl9nc6l7r9fa1;profesor;Esteban Silva Villa;0302150;Edita
Tue, 09 Feb 2016 08:16:41 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Edita
Tue, 09 Feb 2016 08:39:42 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:09:03 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:24:51 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:25:45 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:26:33 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:27:12 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Guardar
Tue, 09 Feb 2016 13:28:40 -0500;clnsigvrnue3otn7ou8mci9nr5;admin;Jorge Zuluaga;0302150;Edita
Tue, 09 Feb 2016 13:28:44 -0500;clnsigvrnue3otn7ou8mci9nr5;admin;Jorge Zuluaga;0302150;Desbloquea
Fri, 12 Feb 2016 11:01:50 -0500;fd88uglrboqg57f7hu901ujfa0;profesor;Esteban Silva Villa;0302150;Edita
Fri, 12 Feb 2016 11:23:14 -0500;a8h211me0n3m4kg7ljtbji5635;admin;Jorge Zuluaga;0302150;Edita
Fri, 12 Feb 2016 11:23:16 -0500;a8h211me0n3m4kg7ljtbji5635;admin;Jorge Zuluaga;0302150;Desbloquea
Fri, 12 Feb 2016 11:23:28 -0500;a8h211me0n3m4kg7ljtbji5635;admin;Jorge Zuluaga;0302150;Guardar
Mon, 18 Jul 2016 07:33:32 -0500;8bcjp6ltt0su9m4dvqot7pomk0;admin;Jorge Zuluaga;0302150;Edita
